word	hyphenated	locale	source	license
Вителлий	Вителлий	ru	wikidata:proper_name	CC0
Веспасиан	Веспасиан	ru	wikidata:proper_name	CC0
Домициан	Домициан	ru	wikidata:proper_name	CC0
Траян	Траян	ru	wikidata:proper_name	CC0
Нерва	Нерва	ru	wikidata:proper_name	CC0
Адриан	Адриан	ru	wikidata:proper_name	CC0
Коммод	Коммод	ru	wikidata:proper_name	CC0
Конфуций	Конфуций	ru	wikidata:proper_name	CC0
Пертинакс	Пертинакс	ru	wikidata:proper_name	CC0
Каракалла	Каракалла	ru	wikidata:proper_name	CC0
Пинтуриккьо	Пинтуриккьо	ru	wikidata:proper_name	CC0
Микеланджело	Микеланджело	ru	wikidata:proper_name	CC0
Рембрандт	Рембрандт	ru	wikidata:proper_name	CC0
Гораций	Гораций	ru	wikidata:proper_name	CC0
Синан	Синан	ru	wikidata:proper_name	CC0
Эминем	Эминем	ru	wikidata:proper_name	CC0
Элоиза	Элоиза	ru	wikidata:proper_name	CC0
Бурвиль	Бурвиль	ru	wikidata:proper_name	CC0
Джеронимо	Джеронимо	ru	wikidata:proper_name	CC0
Хайно	Хайно	ru	wikidata:proper_name	CC0
Чонцзун	Чонцзун	ru	wikidata:proper_name	CC0
Калидаса	Калидаса	ru	wikidata:proper_name	CC0
Мазаччо	Мазаччо	ru	wikidata:proper_name	CC0
Хуэйцзун	Хуэйцзун	ru	wikidata:proper_name	CC0
Balbinus	Balbinus	tr	wikidata:proper_name	CC0
Barbara	Barbara	tr	wikidata:proper_name	CC0
Decius	Decius	tr	wikidata:proper_name	CC0
Hipokrat	Hipokrat	tr	wikidata:proper_name	CC0
Virgil	Virgil	tr	wikidata:proper_name	CC0
Wace	Wace	tr	wikidata:proper_name	CC0
Rigord	Rigord	tr	wikidata:proper_name	CC0
Petrarca	Petrarca	tr	wikidata:proper_name	CC0
Stendhal	Stendhal	tr	wikidata:proper_name	CC0
Augustus	Augustus	tr	wikidata:proper_name	CC0
Tiberius	Tiberius	tr	wikidata:proper_name	CC0
Claudius	Claudius	tr	wikidata:proper_name	CC0
Caligula	Caligula	tr	wikidata:proper_name	CC0
Neron	Neron	tr	wikidata:proper_name	CC0
Otho	Otho	tr	wikidata:proper_name	CC0
Vitellius	Vitellius	tr	wikidata:proper_name	CC0
Vespasian	Vespasian	tr	wikidata:proper_name	CC0
Titus	Titus	tr	wikidata:proper_name	CC0
Domitian	Domitian	tr	wikidata:proper_name	CC0
Trajan	Trajan	tr	wikidata:proper_name	CC0
Nerva	Nerva	tr	wikidata:proper_name	CC0
Béroul	Béroul	tr	wikidata:proper_name	CC0
Hadrianus	Hadrianus	tr	wikidata:proper_name	CC0
Tacitus	Tacitus	tr	wikidata:proper_name	CC0
Pinturicchio	Pinturicchio	tr	wikidata:proper_name	CC0
Commodus	Commodus	tr	wikidata:proper_name	CC0
Coluche	Coluche	tr	wikidata:proper_name	CC0
Michelangelo	Michelangelo	tr	wikidata:proper_name	CC0
Pertinax	Pertinax	tr	wikidata:proper_name	CC0
Caracalla	Caracalla	tr	wikidata:proper_name	CC0
Totò	Totò	tr	wikidata:proper_name	CC0
Konfüçyüs	Konfüçyüs	tr	wikidata:proper_name	CC0
Rembrandt	Rembrandt	tr	wikidata:proper_name	CC0
Molière	Molière	tr	wikidata:proper_name	CC0
Eminem	Eminem	tr	wikidata:proper_name	CC0
Platon	Platon	tr	wikidata:proper_name	CC0
Zabel	Zabel	tr	wikidata:proper_name	CC0
Aristoteles	Aristoteles	tr	wikidata:proper_name	CC0
Horatius	Horatius	tr	wikidata:proper_name	CC0
Bourvil	Bourvil	tr	wikidata:proper_name	CC0
Hafız	Hafız	tr	wikidata:proper_name	CC0
Geronimo	Geronimo	tr	wikidata:proper_name	CC0
Masaccio	Masaccio	tr	wikidata:proper_name	CC0
Sokrates	Sokrates	tr	wikidata:proper_name	CC0
Renaud	Renaud	tr	wikidata:proper_name	CC0
Perugino	Perugino	tr	wikidata:proper_name	CC0
Şarlman	Şarlman	tr	wikidata:proper_name	CC0
Madonna	Madonna	tr	wikidata:proper_name	CC0
Goethe	Goethe	tr	wikidata:proper_name	CC0
Macrinus	Macrinus	tr	wikidata:proper_name	CC0
Elagabalus	Elagabalus	tr	wikidata:proper_name	CC0
Heino	Heino	tr	wikidata:proper_name	CC0
Pupienus	Pupienus	tr	wikidata:proper_name	CC0
Gaozong	Gaozong	tr	wikidata:proper_name	CC0
Gaozu	Gaozu	tr	wikidata:proper_name	CC0
Bettani	Bettani	tr	wikidata:proper_name	CC0
Kalidasa	Kalidasa	tr	wikidata:proper_name	CC0
Taizu	Taizu	tr	wikidata:proper_name	CC0
Xuanzong	Xuanzong	tr	wikidata:proper_name	CC0
Taizong	Taizong	tr	wikidata:proper_name	CC0
Zhenzong	Zhenzong	tr	wikidata:proper_name	CC0
Yingzong	Yingzong	tr	wikidata:proper_name	CC0
Renzong	Renzong	tr	wikidata:proper_name	CC0
Shenzong	Shenzong	tr	wikidata:proper_name	CC0
Zhezong	Zhezong	tr	wikidata:proper_name	CC0
Qinzong	Qinzong	tr	wikidata:proper_name	CC0
Huizong	Huizong	tr	wikidata:proper_name	CC0
Jianwen	Jianwen	tr	wikidata:proper_name	CC0
Yonglo	Yonglo	tr	wikidata:proper_name	CC0
Arşimet	Arşimet	tr	wikidata:proper_name	CC0
Sallustius	Sallustius	tr	wikidata:proper_name	CC0
Xiaozong	Xiaozong	tr	wikidata:proper_name	CC0
Hongxi	Hongxi	tr	wikidata:proper_name	CC0
Xuande	Xuande	tr	wikidata:proper_name	CC0
Chenghua	Chenghua	tr	wikidata:proper_name	CC0
Zhengtong	Zhengtong	tr	wikidata:proper_name	CC0
Duzong	Duzong	tr	wikidata:proper_name	CC0
